,assist_percentage,away_losses,block_percentage,conference_losses,effective_field_goal_percentage,field_goal_percentage,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws_per_field_goal_attempt,home_losses,net_rating,offensive_rating,offensive_rebound_percentage,opp_assist_percentage,opp_block_percentage,opp_effective_field_goal_percentage,opp_field_goal_percentage,opp_free_throw_attempt_rate,opp_free_throw_percentage,opp_free_throws_per_field_goal_attempt,opp_offensive_rating,opp_offensive_rebound_percentage,opp_points,opp_steal_percentage,opp_three_point_attempt_rate,opp_three_point_field_goal_percentage,opp_total_rebound_percentage,opp_true_shooting_percentage,opp_turnover_percentage,opp_two_point_field_goal_percentage,pace,points,simple_rating_system,steal_percentage,strength_of_schedule,three_point_attempt_rate,three_point_field_goal_percentage,total_rebound_percentage,true_shooting_percentage,turnover_percentage,two_point_field_goal_percentage,win_percentage,major,abb,abbreviation,assists,away_wins,blocks,conference,conference_wins,defensive_rebounds,field_goal_attempts,field_goals,free_throws,games_played,home_wins,losses,minutes_played,name,offensive_rebounds,opp_assists,opp_blocks,opp_defensive_rebounds,opp_field_goal_attempts,opp_field_goals,opp_free_throw_attempts,opp_free_throws,opp_offensive_rebounds,opp_personal_fouls,opp_steals,opp_three_point_field_goal_attempts,opp_three_point_field_goals,opp_total_rebounds,opp_turnovers,opp_two_point_field_goal_attempts,opp_two_point_field_goals,personal_fouls,steals,three_point_field_goal_attempts,three_point_field_goals,total_rebounds,turnovers,two_point_field_goal_attempts,two_point_field_goals,wins,cluster,math_cluster,k_vs_math_match
38,54.9,9,11.8,10,0.502,0.441,0.282,475,0.737,0.20800000000000002,5,0.2,102.6,28.7,48.7,7.9,0.515,0.447,0.26899999999999996,0.6779999999999999,0.182,102.4,31.9,2034,10.2,0.376,0.365,51.4,0.5379999999999999,18.0,0.496,70.6,2038,10.0,10.7,9.86,0.375,0.32299999999999995,48.6,0.534,15.9,0.512,0.429,2,IOWA-STATE,IOWA-STATE,407,0,123,big-12,5,683,1682,742,350,28,11,16,1125,Iowa State,283,365,83,702,1677,749,451,306,320,456,203,631,230,1022,416,1046,519,437,212,631,204,966,362,1051,538,12,1,1,True
39,62.7,6,10.1,7,0.518,0.45299999999999996,0.348,589,0.7390000000000001,0.257,1,8.6,110.4,32.2,57.8,9.8,0.49700000000000005,0.433,0.27,0.725,0.196,101.8,28.6,2018,8.7,0.39799999999999996,0.322,48.2,0.527,15.6,0.505,70.8,2189,16.38,9.1,10.27,0.376,0.345,51.8,0.555,14.7,0.518,0.679,2,IOWA,IOWA,481,4,103,big-ten,10,726,1694,767,435,28,13,9,1120,Iowa,326,424,104,686,1697,734,458,332,291,536,172,676,218,977,354,1021,516,446,180,637,220,1052,339,1057,547,19,2,3,False
40,55.9,9,8.3,13,0.475,0.413,0.353,539,0.649,0.22899999999999998,6,-1.8,95.0,29.5,53.4,12.2,0.5,0.43200000000000005,0.37799999999999995,0.698,0.264,96.8,29.7,1836,11.1,0.40299999999999997,0.34,50.9,0.536,21.0,0.494,67.4,1801,7.67,12.7,8.92,0.389,0.319,49.1,0.505,18.4,0.474,0.321,2,KANSAS-STATE,KANSAS-STATE,353,1,72,big-12,2,638,1526,631,350,28,8,19,1125,Kansas State,292,335,114,697,1452,627,549,383,269,495,210,585,199,966,455,867,428,530,241,593,189,930,403,933,442,9,1,1,True
41,51.6,1,14.1,1,0.546,0.48700000000000004,0.33899999999999997,542,0.67,0.22699999999999998,1,21.5,109.6,31.8,52.6,9.5,0.436,0.375,0.231,0.672,0.155,88.1,26.3,1696,9.5,0.406,0.299,45.6,0.46299999999999997,16.9,0.428,68.4,2109,25.92,11.2,11.74,0.33399999999999996,0.35200000000000004,54.4,0.568,16.1,0.5539999999999999,0.893,2,KANSAS,KANSAS,402,9,138,big-12,14,788,1600,779,363,28,13,3,1125,Kansas,291,326,101,624,1652,620,381,256,281,470,183,670,200,905,374,982,420,409,216,534,188,1079,356,1066,591,25,4,4,True
42,53.5,2,14.3,2,0.508,0.46299999999999997,0.41,639,0.7929999999999999,0.325,1,13.3,107.6,30.6,46.1,7.8,0.445,0.387,0.316,0.685,0.21600000000000003,94.3,28.3,1832,7.4,0.381,0.301,46.8,0.48100000000000004,15.0,0.441,68.8,2090,15.91,7.5,6.7,0.26899999999999996,0.337,53.2,0.561,16.1,0.509,0.821,2,KENTUCKY,KENTUCKY,386,7,147,sec,13,773,1558,721,507,28,15,5,1130,Kentucky,269,296,89,610,1657,642,523,358,305,553,144,631,190,915,337,1026,452,509,145,419,141,1042,357,1139,580,23,4,4,True
43,54.3,8,8.9,11,0.485,0.413,0.324,499,0.657,0.213,6,-2.9,95.4,28.2,54.2,11.9,0.478,0.424,0.414,0.7120000000000001,0.295,98.3,29.1,1881,12.0,0.365,0.299,50.9,0.523,17.9,0.496,69.9,1825,-0.21,11.1,1.87,0.423,0.342,49.1,0.513,18.7,0.465,0.48100000000000004,1,LA-SALLE,LA-SALLE,346,3,85,atlantic-10,4,662,1542,637,328,27,7,14,1095,La Salle,276,345,106,701,1503,637,622,443,272,481,229,549,164,973,391,954,473,541,213,652,223,938,408,890,414,13,1,2,False
44,44.9,5,11.0,5,0.524,0.47100000000000003,0.361,612,0.7709999999999999,0.27899999999999997,2,9.5,112.3,35.9,48.4,8.6,0.496,0.423,0.24600000000000002,0.6990000000000001,0.172,102.8,28.9,2058,8.3,0.415,0.35100000000000003,45.5,0.521,14.7,0.474,70.8,2247,13.86,8.9,7.11,0.33399999999999996,0.316,54.5,0.5660000000000001,15.5,0.5489999999999999,0.679,2,LOUISIANA-STATE,LOUISIANA-STATE,358,5,114,sec,10,769,1694,798,472,28,13,9,1130,Louisiana State,347,362,97,619,1767,748,435,304,312,504,166,734,258,931,339,1033,490,436,179,566,179,1116,363,1128,619,19,2,3,False
45,53.2,4,8.1,4,0.527,0.456,0.32899999999999996,552,0.732,0.24100000000000002,1,15.6,110.2,32.3,46.8,9.0,0.45,0.389,0.29100000000000004,0.73,0.212,94.6,25.7,1865,8.8,0.408,0.3,45.6,0.489,15.1,0.45,67.4,2174,17.97,7.5,7.32,0.37799999999999995,0.379,54.4,0.56,15.3,0.502,0.7929999999999999,2,LOUISVILLE,LOUISVILLE,407,6,80,acc,14,808,1679,765,404,29,16,6,1170,Louisville,318,305,94,665,1676,652,488,356,279,505,173,683,205,944,340,993,447,500,147,634,240,1126,352,1045,525,23,4,4,True
46,49.6,9,7.1,11,0.519,0.46399999999999997,0.336,497,0.664,0.223,8,-5.0,98.7,27.4,60.0,10.6,0.516,0.441,0.381,0.731,0.27899999999999997,103.7,27.3,1956,9.9,0.456,0.32899999999999996,49.4,0.555,17.2,0.534,64.8,1862,-0.89,9.1,4.0,0.34700000000000003,0.316,50.6,0.5429999999999999,19.0,0.5429999999999999,0.345,1,LOYOLA-MARYMOUNT,LOYOLA-MARYMOUNT,340,2,58,wcc,4,641,1477,685,330,29,7,19,1165,Loyola Marymount,230,395,102,610,1492,658,569,416,241,517,186,680,224,851,366,812,434,550,171,513,162,871,403,964,523,10,1,1,True
47,54.1,6,11.0,7,0.517,0.431,0.401,633,0.7390000000000001,0.297,2,10.0,107.0,28.7,51.0,9.6,0.46399999999999997,0.409,0.33399999999999996,0.654,0.218,97.0,25.8,1904,9.1,0.344,0.316,47.2,0.494,13.6,0.45799999999999996,71.4,2100,16.21,7.1,8.95,0.452,0.381,52.8,0.5589999999999999,16.3,0.47200000000000003,0.667,1,MARQUETTE,MARQUETTE,368,3,120,big-east,8,792,1577,680,468,27,13,9,1100,Marquette,273,347,83,678,1662,680,555,363,275,531,179,572,181,953,304,1090,499,509,140,713,272,1065,365,864,408,18,4,3,False
48,55.7,5,12.1,4,0.484,0.41600000000000004,0.379,608,0.75,0.284,0,12.4,105.6,32.0,54.4,11.0,0.452,0.391,0.23600000000000002,0.696,0.16399999999999998,93.2,26.2,1773,8.3,0.382,0.319,46.7,0.48,15.3,0.435,67.9,2010,18.25,7.0,9.79,0.43200000000000005,0.315,53.3,0.531,14.6,0.493,0.821,2,MARYLAND,MARYLAND,372,5,124,big-ten,13,767,1605,668,456,28,15,5,1120,Maryland,322,353,100,684,1661,649,392,273,272,528,158,634,202,956,334,1027,447,419,134,693,218,1089,324,912,450,23,4,4,True
49,53.2,8,8.1,8,0.491,0.42700000000000005,0.294,476,0.6890000000000001,0.203,4,-3.5,97.7,26.3,55.2,6.6,0.508,0.457,0.332,0.688,0.228,101.2,30.3,1984,10.1,0.314,0.32799999999999996,52.3,0.5379999999999999,18.0,0.516,69.4,1915,0.96,10.0,3.43,0.39299999999999996,0.325,47.7,0.52,16.9,0.49200000000000005,0.46399999999999997,1,MASSACHUSETTS,MASSACHUSETTS,367,2,88,atlantic-10,7,661,1617,690,328,28,11,15,1130,Massachusetts,258,402,65,722,1593,728,529,364,287,498,198,500,164,1009,405,1093,564,510,196,636,207,919,374,981,483,13,1,1,True
50,55.5,5,15.6,7,0.502,0.445,0.39899999999999997,637,0.675,0.26899999999999996,3,10.3,98.4,30.3,53.9,8.0,0.419,0.366,0.35200000000000004,0.69,0.243,88.1,29.2,1821,10.4,0.369,0.289,47.8,0.46299999999999997,18.0,0.41,73.5,2033,11.94,10.9,4.37,0.345,0.33299999999999996,52.2,0.535,19.6,0.504,0.679,1,MEMPHIS,MEMPHIS,394,4,166,aac,8,811,1596,710,430,28,14,9,1125,Memphis,294,332,84,677,1685,616,593,409,334,549,214,622,180,1011,433,1063,436,545,226,550,183,1105,462,1046,527,19,3,4,False
51,38.9,7,8.8,11,0.49700000000000005,0.43799999999999994,0.298,482,0.757,0.226,4,-2.8,102.7,25.4,55.4,11.7,0.51,0.449,0.22,0.71,0.156,105.5,31.8,2027,8.5,0.348,0.35,52.8,0.532,14.9,0.502,69.6,1973,6.26,8.0,8.26,0.359,0.327,47.2,0.534,14.9,0.5,0.519,2,MIAMI-FL,MIAMI-FL,276,4,99,acc,6,683,1618,709,365,27,8,13,1105,Miami (FL),246,429,121,723,1724,774,379,269,318,452,163,600,210,1041,333,1124,564,388,154,581,190,929,323,1037,519,14,1,2,False
52,65.7,4,13.4,6,0.522,0.457,0.315,521,0.7490000000000001,0.23600000000000002,3,16.1,108.3,32.6,56.5,9.4,0.43,0.376,0.28800000000000003,0.6970000000000001,0.201,92.2,25.9,1801,8.9,0.37799999999999995,0.284,44.9,0.467,14.2,0.43200000000000005,69.8,2116,21.35,7.5,10.1,0.371,0.349,55.1,0.556,15.8,0.521,0.679,2,MICHIGAN-STATE,MICHIGAN-STATE,497,5,142,big-ten,11,833,1654,756,390,28,11,9,1120,Michigan State,311,361,98,642,1698,639,489,341,291,481,174,641,182,933,319,1057,457,465,147,614,214,1144,358,1040,542,19,4,4,True
53,52.8,5,10.4,8,0.529,0.462,0.27,456,0.713,0.193,5,10.8,107.5,25.8,38.9,7.2,0.46299999999999997,0.42,0.258,0.679,0.175,96.7,25.9,1898,6.4,0.27899999999999997,0.312,49.1,0.491,13.8,0.461,69.2,2111,18.54,7.6,10.93,0.389,0.345,50.9,0.5539999999999999,13.6,0.537,0.643,2,MICHIGAN,MICHIGAN,412,4,129,big-ten,9,778,1688,780,325,28,10,10,1135,Michigan,251,281,74,721,1723,723,445,302,272,450,126,481,150,993,310,1242,573,420,150,656,226,1029,300,1032,554,18,4,3,False
54,60.1,8,11.7,10,0.486,0.419,0.281,454,0.7,0.19699999999999998,5,5.9,103.3,31.1,53.7,10.1,0.455,0.406,0.282,0.708,0.2,97.4,28.4,1780,7.8,0.31,0.313,48.3,0.489,14.1,0.44799999999999995,67.1,1888,15.84,7.2,11.84,0.413,0.32299999999999995,51.7,0.515,14.6,0.486,0.48100000000000004,2,MINNESOTA,MINNESOTA,407,2,129,big-ten,7,743,1616,677,318,27,10,14,1090,Minnesota,313,350,96,692,1604,652,452,320,294,456,143,498,156,986,298,1106,496,454,131,668,216,1056,313,948,461,13,3,2,False
55,52.3,6,14.0,6,0.517,0.469,0.38799999999999996,605,0.754,0.293,2,7.7,109.1,37.4,50.3,7.1,0.48700000000000004,0.428,0.319,0.73,0.233,101.4,28.1,1922,10.7,0.36700000000000005,0.32,44.6,0.524,15.2,0.491,67.7,2068,11.97,8.4,6.76,0.284,0.33899999999999997,55.4,0.56,17.8,0.521,0.643,2,MISSISSIPPI-STATE,MISSISSIPPI-STATE,382,3,141,sec,9,710,1558,731,456,28,13,10,1120,Mississippi State,340,343,79,568,1593,682,508,371,277,514,202,584,187,845,330,1009,495,490,159,443,150,1050,399,1115,581,18,2,3,False
56,53.7,9,7.6,11,0.48700000000000004,0.43200000000000005,0.37200000000000005,579,0.731,0.272,5,1.2,99.5,26.6,54.1,10.6,0.478,0.426,0.41100000000000003,0.735,0.302,98.3,27.7,1916,8.8,0.358,0.29,50.6,0.526,17.6,0.502,69.0,1940,7.48,10.4,6.63,0.34,0.327,49.4,0.529,17.1,0.485,0.46399999999999997,2,MISSISSIPPI,MISSISSIPPI,361,1,74,sec,4,692,1557,672,423,28,10,15,1130,Mississippi,256,351,109,705,1524,649,626,460,265,530,172,545,158,970,390,979,491,545,203,529,173,948,377,1028,499,13,3,1,False
57,50.2,9,9.9,9,0.475,0.413,0.35700000000000004,547,0.775,0.276,3,2.9,99.1,30.5,49.4,10.6,0.461,0.406,0.47100000000000003,0.728,0.34299999999999997,96.2,28.2,1828,8.7,0.379,0.29,49.0,0.517,18.5,0.47700000000000004,67.3,1882,8.05,9.9,6.12,0.40700000000000003,0.304,51.0,0.525,18.2,0.488,0.5,2,MISSOURI,MISSOURI,318,2,89,sec,6,681,1534,634,424,28,11,14,1130,Missouri,294,290,96,669,1445,587,680,495,267,525,166,548,159,936,400,897,428,593,188,625,190,975,400,909,444,14,3,1,False
58,55.1,10,6.1,15,0.47600000000000003,0.41100000000000003,0.28800000000000003,502,0.606,0.174,10,-8.7,95.6,21.7,50.6,12.8,0.506,0.442,0.21600000000000003,0.6679999999999999,0.14400000000000002,104.3,33.9,2140,7.4,0.39299999999999996,0.326,56.4,0.524,16.0,0.517,72.0,1962,3.75,9.1,10.11,0.401,0.32,43.6,0.495,13.7,0.47200000000000003,0.25,2,NEBRASKA,NEBRASKA,395,0,69,big-ten,2,731,1743,717,304,28,5,21,1140,Nebraska,247,414,134,892,1851,818,400,267,375,467,151,727,237,1267,389,1124,581,422,186,699,224,978,315,1044,493,7,1,1,True
59,49.5,7,9.1,6,0.495,0.43200000000000005,0.337,592,0.698,0.235,6,2.4,104.2,34.0,60.1,9.6,0.496,0.423,0.39899999999999997,0.721,0.28800000000000003,101.8,23.9,2106,9.3,0.43200000000000005,0.33899999999999997,45.3,0.5379999999999999,15.6,0.48700000000000004,67.0,2154,6.68,9.0,5.08,0.402,0.313,54.7,0.528,16.4,0.512,0.5329999999999999,1,NEVADA-LAS-VEGAS,NEVADA-LAS-VEGAS,376,4,85,mwc,11,801,1758,760,413,30,12,14,1235,Nevada-Las Vegas,371,418,101,719,1645,696,656,473,252,546,192,711,241,971,363,934,455,612,187,706,221,1172,401,1052,539,16,2,2,True
60,54.5,7,10.7,5,0.531,0.449,0.27699999999999997,489,0.748,0.207,2,7.5,107.4,25.6,51.2,7.4,0.465,0.4,0.368,0.7090000000000001,0.261,99.9,24.5,2086,6.7,0.441,0.29100000000000004,47.9,0.507,13.2,0.48700000000000004,71.7,2244,9.36,7.1,3.92,0.429,0.382,52.1,0.561,14.8,0.499,0.655,1,NEVADA,NEVADA,432,4,105,mwc,12,865,1768,793,366,29,12,10,1165,Nevada,259,359,75,753,1751,701,645,457,281,479,140,773,225,1034,313,978,476,567,149,759,290,1124,348,1009,503,19,4,2,False
61,54.8,9,8.2,11,0.53,0.47100000000000003,0.386,669,0.7190000000000001,0.278,3,1.8,105.5,27.6,59.1,7.0,0.525,0.449,0.24600000000000002,0.688,0.16899999999999998,103.7,30.1,2278,9.5,0.434,0.35100000000000003,50.3,0.546,17.3,0.525,73.2,2316,2.67,10.9,2.09,0.361,0.327,49.7,0.565,17.5,0.552,0.5670000000000001,1,NEW-MEXICO,NEW-MEXICO,447,2,87,mwc,6,775,1732,815,481,30,14,13,1200,New Mexico,282,496,77,738,1868,839,459,316,333,588,209,810,284,1071,436,1058,555,464,239,626,205,1057,436,1106,610,17,2,1,False
62,48.3,6,11.8,9,0.506,0.44799999999999995,0.28300000000000003,487,0.71,0.201,4,6.9,104.9,28.7,43.9,8.6,0.47700000000000004,0.424,0.359,0.6890000000000001,0.247,98.0,30.4,1948,9.2,0.336,0.314,50.8,0.513,17.3,0.48,70.7,2085,11.48,10.5,6.59,0.358,0.324,49.2,0.534,14.7,0.517,0.607,2,NORTH-CAROLINA-STATE,NORTH-CAROLINA-STATE,372,5,127,acc,8,716,1720,770,346,28,12,11,1125,North Carolina State,294,302,95,729,1622,688,582,401,313,470,182,545,171,1042,397,1077,517,511,208,615,199,1010,335,1105,571,17,3,3,True
63,55.0,8,10.3,13,0.45799999999999996,0.41600000000000004,0.336,586,0.6659999999999999,0.223,8,-1.2,99.1,35.2,52.9,9.1,0.489,0.42,0.276,0.74,0.204,100.3,23.7,2015,9.8,0.41200000000000003,0.335,44.8,0.523,14.6,0.48100000000000004,70.5,1991,8.81,8.4,9.67,0.293,0.28800000000000003,55.2,0.49200000000000005,15.6,0.469,0.39299999999999996,2,NORTH-CAROLINA,NORTH-CAROLINA,399,2,103,acc,4,799,1746,726,390,28,6,17,1140,North Carolina,388,379,113,715,1703,716,470,348,248,526,197,702,235,963,329,1001,481,464,168,511,147,1187,374,1235,579,11,3,2,False
64,57.0,9,8.4,16,0.47,0.41600000000000004,0.255,395,0.7290000000000001,0.18600000000000003,11,-8.0,97.2,22.6,64.6,9.0,0.496,0.426,0.28800000000000003,0.728,0.21,105.2,29.6,1890,7.9,0.42,0.336,53.3,0.529,13.9,0.49,66.2,1746,4.88,5.8,10.21,0.34299999999999997,0.311,46.7,0.502,13.7,0.47100000000000003,0.222,2,NORTHWESTERN,NORTHWESTERN,368,1,77,big-ten,1,679,1552,646,288,27,4,21,1085,Northwestern,214,432,92,732,1572,669,453,330,286,411,141,660,222,1018,289,912,447,451,104,533,166,893,277,1019,480,6,1,1,True
65,62.7,6,9.5,8,0.504,0.426,0.249,437,0.735,0.183,3,8.3,107.2,27.2,51.2,9.6,0.47700000000000004,0.415,0.187,0.7020000000000001,0.131,98.9,29.1,1926,8.2,0.36200000000000004,0.337,50.6,0.499,14.7,0.46,68.9,2088,10.91,8.4,5.12,0.45299999999999996,0.344,49.4,0.532,12.2,0.494,0.643,2,NOTRE-DAME,NOTRE-DAME,468,4,108,acc,9,769,1754,747,321,28,14,10,1130,Notre Dame,286,377,92,765,1774,737,332,233,316,428,159,643,217,1081,332,1131,520,341,163,794,273,1055,272,960,474,18,4,3,False
66,56.2,6,10.6,8,0.526,0.446,0.368,561,0.74,0.272,2,14.5,107.8,31.2,48.0,9.4,0.456,0.391,0.302,0.682,0.20600000000000002,93.3,25.5,1745,7.3,0.391,0.33299999999999996,45.9,0.488,16.1,0.428,66.8,2017,19.22,7.4,9.5,0.425,0.373,54.1,0.564,16.9,0.501,0.679,2,OHIO-STATE,OHIO-STATE,382,4,101,big-ten,9,758,1523,680,415,28,13,9,1120,Ohio State,282,293,82,621,1562,610,472,322,260,521,136,610,203,881,344,952,407,488,138,648,242,1040,365,875,438,19,4,3,False
67,49.5,7,12.7,11,0.46399999999999997,0.41100000000000003,0.342,542,0.7340000000000001,0.251,6,0.3,97.3,29.4,59.7,9.3,0.47100000000000003,0.402,0.34,0.708,0.24100000000000002,97.0,28.9,1861,8.8,0.451,0.307,49.6,0.509,17.6,0.479,68.5,1868,11.01,10.0,10.76,0.341,0.307,50.4,0.507,16.5,0.465,0.5,2,OKLAHOMA-STATE,OKLAHOMA-STATE,323,4,110,big-12,4,720,1585,652,398,28,8,14,1120,Oklahoma State,294,377,97,707,1574,632,535,379,292,486,169,710,218,999,390,864,414,508,192,540,166,1014,363,1045,486,14,3,2,False
68,47.6,8,10.9,8,0.485,0.42200000000000004,0.302,496,0.7659999999999999,0.231,2,3.9,101.0,23.2,47.0,7.0,0.47,0.402,0.19899999999999998,0.727,0.14400000000000002,97.1,26.9,1899,8.9,0.40299999999999997,0.337,50.9,0.495,14.6,0.446,69.9,1975,13.22,8.7,10.51,0.389,0.32,49.1,0.525,14.2,0.488,0.607,2,OKLAHOMA,OKLAHOMA,331,2,114,big-12,7,792,1645,695,380,28,12,11,1120,Oklahoma,232,331,70,770,1751,704,348,253,291,479,175,706,238,1061,328,1045,466,370,170,640,205,1024,310,1005,490,17,3,1,False
69,57.8,8,13.8,11,0.513,0.45799999999999996,0.38799999999999996,588,0.748,0.29,4,4.6,106.6,27.1,54.7,8.9,0.494,0.43,0.307,0.7290000000000001,0.22399999999999998,102.0,29.1,1907,8.4,0.365,0.348,50.4,0.529,15.9,0.47700000000000004,66.8,1994,9.13,9.0,6.02,0.342,0.317,49.6,0.555,15.4,0.532,0.536,2,OREGON-STATE,OREGON-STATE,402,3,138,pac-12,5,680,1516,695,440,28,10,13,1120,Oregon State,246,370,89,663,1574,677,484,353,279,525,158,575,200,942,340,999,477,451,168,518,164,926,326,998,531,15,2,2,True
70,52.4,5,9.1,5,0.535,0.46299999999999997,0.28600000000000003,492,0.693,0.198,0,11.9,110.2,32.5,52.6,9.6,0.473,0.406,0.299,0.727,0.218,98.3,31.3,1946,6.1,0.409,0.325,48.8,0.509,17.1,0.46299999999999997,66.3,2182,17.49,11.5,9.35,0.374,0.384,51.2,0.5579999999999999,15.0,0.51,0.759,2,OREGON,OREGON,418,5,90,pac-12,11,715,1722,797,341,29,15,7,1195,Oregon,319,358,103,662,1673,680,501,364,325,446,120,684,222,987,393,989,458,506,227,644,247,1034,344,1078,550,22,4,3,False
71,46.2,5,11.9,5,0.506,0.456,0.349,611,0.6629999999999999,0.23199999999999998,3,8.7,103.5,33.3,40.7,6.1,0.475,0.413,0.405,0.703,0.284,94.8,20.0,1992,8.1,0.36700000000000005,0.33899999999999997,43.5,0.518,16.6,0.455,65.9,2175,4.29,8.5,0.05,0.28600000000000003,0.348,56.5,0.5329999999999999,15.9,0.5,0.71,1,PACIFIC,PACIFIC,369,6,122,wcc,10,789,1749,798,405,31,15,9,1275,Pacific,333,271,76,667,1614,666,653,459,197,568,171,593,201,864,383,1021,465,591,179,500,174,1122,386,1249,624,22,2,3,False
72,52.8,4,12.4,6,0.505,0.441,0.32,551,0.69,0.221,2,12.0,105.6,29.1,47.8,8.0,0.456,0.40399999999999997,0.32,0.675,0.21600000000000003,93.6,27.3,1878,8.0,0.32799999999999996,0.319,48.9,0.49,16.7,0.445,71.7,2119,17.41,10.9,8.8,0.38799999999999996,0.32799999999999996,51.1,0.534,14.1,0.513,0.75,2,PENN-STATE,PENN-STATE,401,5,139,big-ten,11,778,1723,760,380,28,14,7,1120,Penn State,306,321,84,744,1664,672,533,360,292,510,160,546,174,1036,383,1118,498,493,218,668,219,1084,326,1055,541,21,4,4,True
73,56.5,7,9.8,7,0.501,0.435,0.335,584,0.795,0.266,4,-0.6,104.8,27.0,59.3,7.4,0.53,0.45799999999999996,0.349,0.715,0.25,105.4,28.6,2223,9.1,0.37200000000000005,0.384,51.4,0.561,17.3,0.502,71.8,2211,2.59,8.8,3.01,0.376,0.35,48.6,0.547,15.4,0.48700000000000004,0.517,1,PEPPERDINE,PEPPERDINE,429,6,104,wcc,8,705,1744,759,464,29,9,14,1175,Pepperdine,282,461,81,761,1698,778,593,424,283,572,191,632,243,1044,413,1066,535,525,185,655,229,987,368,1089,530,15,2,2,True
74,55.6,7,10.4,12,0.449,0.40299999999999997,0.354,578,0.72,0.255,7,0.5,98.6,32.4,58.9,10.4,0.494,0.425,0.253,0.705,0.179,98.1,33.9,1874,7.7,0.40700000000000003,0.342,51.3,0.521,19.9,0.48200000000000004,65.6,1883,7.07,11.7,6.76,0.325,0.289,48.7,0.494,15.4,0.457,0.517,2,PITTSBURGH,PITTSBURGH,365,2,99,acc,6,654,1632,657,416,29,11,14,1165,Pittsburgh,342,402,115,713,1606,682,407,287,335,523,148,653,223,1048,446,953,459,440,224,530,153,996,346,1102,504,15,3,2,False
75,56.0,8,10.2,14,0.489,0.429,0.332,552,0.672,0.223,9,-7.7,93.6,20.8,59.9,7.6,0.501,0.433,0.29,0.653,0.18899999999999997,101.3,30.6,2160,9.9,0.405,0.34,54.2,0.524,16.4,0.496,70.5,1996,-6.59,8.1,1.84,0.35200000000000004,0.34,45.8,0.519,17.9,0.47700000000000004,0.3,1,PORTLAND,PORTLAND,399,2,110,wcc,1,749,1662,713,371,30,7,21,1210,Portland,212,470,82,808,1812,784,525,343,331,561,212,733,249,1139,403,1079,535,507,173,585,199,961,420,1077,514,9,1,2,False
76,60.1,6,10.1,6,0.46799999999999997,0.408,0.353,594,0.687,0.242,3,5.8,101.3,34.0,52.4,9.3,0.478,0.419,0.38299999999999995,0.716,0.275,95.5,28.1,1868,9.9,0.37,0.319,48.4,0.52,19.0,0.478,69.6,1983,11.97,12.0,7.87,0.368,0.324,51.6,0.504,16.1,0.457,0.5710000000000001,1,PROVIDENCE,PROVIDENCE,413,4,97,big-east,9,690,1684,687,408,28,11,12,1125,Providence,376,333,99,730,1518,636,582,417,269,529,194,561,179,999,421,957,457,532,234,620,201,1066,378,1064,486,16,3,3,True
77,52.9,8,11.1,10,0.48200000000000004,0.42200000000000004,0.253,439,0.672,0.17,4,8.7,103.0,34.6,59.7,9.3,0.47,0.40700000000000003,0.32,0.711,0.22699999999999998,94.3,27.1,1803,7.8,0.42100000000000004,0.302,47.0,0.507,17.9,0.483,64.5,1969,16.12,9.9,10.4,0.35700000000000004,0.336,53.0,0.507,14.6,0.47,0.517,2,PURDUE,PURDUE,388,3,99,big-ten,8,697,1735,733,295,29,11,14,1185,Purdue,361,375,104,681,1544,628,494,351,259,471,149,650,196,940,388,894,432,508,189,619,208,1058,331,1116,525,15,3,1,False
78,47.8,5,10.6,3,0.475,0.428,0.364,611,0.691,0.251,1,8.6,102.1,30.8,51.8,7.3,0.469,0.413,0.28,0.6940000000000001,0.19399999999999998,93.5,28.1,1847,7.6,0.38299999999999995,0.292,48.9,0.5,18.5,0.489,72.5,2017,10.61,11.9,4.32,0.289,0.32299999999999995,51.1,0.512,14.3,0.47100000000000003,0.741,1,RHODE-ISLAND,RHODE-ISLAND,344,7,107,atlantic-10,12,738,1679,719,422,27,12,7,1090,Rhode Island,324,349,87,729,1630,674,457,317,289,506,151,624,182,1018,418,1006,492,467,235,486,157,1062,328,1193,562,20,3,3,True
79,56.1,3,7.7,4,0.5329999999999999,0.46399999999999997,0.273,447,0.767,0.21,2,10.9,106.9,21.9,46.6,8.6,0.479,0.418,0.297,0.6970000000000001,0.207,96.0,27.2,1874,8.4,0.406,0.301,51.6,0.51,17.8,0.49700000000000005,69.1,2087,10.21,11.8,2.6,0.38,0.36,48.4,0.564,14.1,0.528,0.75,1,RICHMOND,RICHMOND,426,8,74,atlantic-10,11,741,1637,760,343,28,12,7,1130,Richmond,205,313,87,733,1609,672,478,333,277,435,164,654,197,1010,398,955,475,424,230,622,224,946,304,1015,536,21,4,4,True
80,47.9,8,13.6,9,0.49,0.445,0.292,503,0.65,0.19,1,10.8,102.3,32.5,54.7,8.6,0.45,0.385,0.278,0.7070000000000001,0.19699999999999998,91.5,25.3,1807,8.2,0.408,0.32,45.9,0.484,17.0,0.429,67.8,2019,15.32,9.8,9.35,0.301,0.3,54.1,0.514,15.3,0.508,0.621,2,RUTGERS,RUTGERS,368,1,133,big-ten,9,819,1725,768,327,29,17,11,1165,Rutgers,342,347,104,709,1648,634,458,324,277,497,161,672,215,986,382,976,419,483,194,520,156,1161,356,1205,612,18,3,1,False
